Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,y
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0
13,0,30,0,880,33,21,12,2,1,2,25,135.585,0
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,0
1,0,25,0,1255,33,188,9,2,2,1,25,903.96,0
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0
1,0,30,0,1665,38,30,19,3,1,2,30,188.12,0
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1
1,0,39,0,305,9,0,10,3,1,2,30,12.56,0
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0
17,0,39,2,3795,70,190,25,2,1,1,25,1028.925,0
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0
7,0,44,0,305,12,15,3,3,1,2,30,72.68,1
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0
11,0,28,6,9870,77,0,34,4,2,1,45,248.675,0
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0
19,0,22,2,9237,183,88,43,5,1,1,55,273.3,0
3,0,27,0,1163,34,12,70,4,1,1,45,59.925,0
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,0
2,0,39,0,1988,53,0,35,2,1,1,25,91.845,0
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1
13,0,39,1,2568,65,357,23,3,1,1,30,1533.32,0
8,0,38,0,15080,177,132,32,2,1,1,25,1280.565,0
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0
0,1,34,0,0,0,0,0,3,1,2,30,0.0,1
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0
8,0,25,1,1540,40,190,9,3,2,1,30,823.2,0
0,1,40,0,583,11,17,8,4,1,2,45,57.35,1
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0
7,0,42,1,5998,97,17,16,3,1,1,30,311.8,0
0,0,35,0,0,0,0,0,4,1,2,45,0.0,1
0,0,19,0,750,20,171,3,2,2,1,25,804.15,0
8,0,10,1,1678,19,7,5,3,1,1,30,95.88,1
15,0,30,3,2330,53,208,13,3,2,1,30,927.32,0
3,0,14,2,2547,39,24,17,3,1,1,30,199.44,0
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
0,0,28,0,0,0,0,0,2,1,2,25,0.0,1
5,0,34,1,11285,146,0,42,4,1,1,45,285.775,0
5,0,38,2,643,10,11,4,5,1,1,55,26.295,0
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0
8,0,41,0,1925,54,53,26,3,1,2,30,291.16,0
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0
16,1,43,0,2573,56,49,34,4,1,2,45,188.225,1
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
8,0,36,0,2533,58,22,30,3,1,2,30,191.64,0
7,0,36,1,2618,62,7,31,2,1,1,25,152.1,0
0,0,34,0,3658,79,0,26,2,1,1,25,168.165,0
0,0,40,1,2870,23,486,10,3,1,1,30,2059.72,0
0,0,32,0,650,27,6,18,3,1,2,30,51.08,0
14,0,35,1,4080,82,31,29,3,1,1,30,290.48,0
8,0,34,0,2158,52,0,13,3,1,2,30,88.4,0
9,0,34,0,2283,50,7,13,3,1,2,30,121.32,0
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,0
18,0,42,2,6078,108,41,30,2,1,1,25,462.87,0
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,1
7,0,29,2,1375,39,198,13,3,2,1,30,848.56,0
6,0,33,0,4370,65,0,16,2,1,1,25,199.575,0
6,0,35,0,3030,22,7,12,3,1,1,30,150.08,0
7,0,15,2,4650,50,230,16,3,1,1,30,1108.0,0
13,0,18,4,3157,51,38,21,3,1,1,30,280.32,0
2,0,39,0,825,20,45,12,3,1,2,30,213.8,0
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1
14,1,44,0,2498,64,23,23,3,1,2,30,194.48,0
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1
16,0,39,1,15980,189,166,35,2,1,1,25,1474.605,0
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,0
0,0,31,0,6240,76,171,20,3,1,1,30,936.64,0
30,0,40,4,15445,231,61,34,3,2,1,30,871.04,0
7,0,36,0,4138,63,0,33,1,1,1,15,231.055,0
4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,0
9,0,28,1,1873,45,37,70,5,1,1,55,84.27,0
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0
8,0,41,2,3145,34,15,17,4,1,1,45,116.975,0
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,1
15,0,17,1,9047,176,71,39,5,1,1,55,244.845,0
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1
5,0,40,1,6680,94,197,31,3,1,1,30,1058.96,0
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0
2,0,32,0,13513,159,0,38,3,1,1,30,546.88,0
10,0,36,2,4070,86,46,41,3,1,1,30,350.24,0
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0
0,0,6,1,4210,32,204,5,3,1,1,30,985.68,0
3,0,28,0,5253,82,4,16,2,1,1,25,258.075,1
8,0,38,2,6833,81,140,41,2,1,1,25,941.13,0
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0
6,0,40,0,3973,62,4,37,2,1,1,25,199.575,0
19,1,44,0,2833,60,56,39,4,1,2,45,212.325,1
15,0,29,0,590,38,4,13,2,1,2,25,46.26,1
0,0,41,0,0,0,8,0,2,1,2,25,36.0,1
3,0,10,2,1603,25,32,11,3,1,1,30,193.12,1
6,0,42,3,723,12,21,8,5,1,1,55,42.525,0
13,0,33,2,9160,117,136,39,3,1,1,30,915.08,0
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,0
0,0,25,0,0,0,0,0,4,1,2,45,0.0,0
28,0,40,4,15200,228,59,34,3,1,1,30,853.12,0
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0
0,0,33,0,1765,36,143,21,2,1,1,25,724.545,0
0,1,30,0,0,0,0,0,5,1,1,55,0.0,1
10,0,39,2,6995,93,202,31,3,1,1,30,1091.52,0
10,0,44,0,698,18,22,10,3,1,2,30,116.64,1
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0
18,0,46,2,4935,87,27,25,3,1,1,30,308.88,0
0,0,33,0,510,5,0,7,2,1,2,25,23.175,0
1,0,35,0,1553,19,0,2,3,1,1,30,62.88,0
21,0,41,2,5213,83,16,37,1,1,1,15,379.28,0
10,0,40,2,4083,91,14,32,3,1,1,30,222.96,0
5,0,25,1,3470,64,10,23,3,1,1,30,181.36,0
13,0,27,1,1340,37,17,12,2,1,1,25,138.465,0
24,0,38,9,10550,98,0,41,5,1,1,55,159.72,0
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,0
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0
19,0,35,0,730,43,19,19,2,1,2,25,120.285,1
11,0,40,0,1890,31,15,13,2,1,2,25,153.945,0
16,0,31,2,1610,40,36,19,2,1,1,25,236.25,0
10,0,38,2,6518,105,28,27,3,1,1,30,376.92,0
0,0,7,0,1182,13,0,5,2,1,1,25,53.775,1
8,0,42,2,4595,85,12,29,3,1,1,30,235.2,0
2,0,26,0,1378,38,21,65,4,1,1,45,87.9,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0
14,0,43,3,7103,83,125,43,2,1,1,25,885.87,0
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,0
10,0,40,1,6898,83,119,42,2,1,1,25,849.645,0
6,0,35,2,6900,102,12,21,5,1,1,55,123.03,0
14,0,38,5,7330,125,283,37,3,2,1,30,1430.2,0
28,0,33,4,16135,241,5,82,2,1,1,25,759.42,0
22,0,23,3,6778,149,102,48,2,2,1,25,770.715,0
2,0,38,1,6095,81,168,28,3,1,1,30,919.04,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
3,0,36,1,2655,43,299,31,3,1,1,30,1303.92,0
18,0,41,2,14788,186,15,46,3,1,1,30,658.96,0
7,1,33,0,2088,36,23,26,3,1,2,30,176.96,1
9,0,32,1,1828,49,45,74,5,1,1,55,95.655,0
4,0,38,1,1783,30,0,5,4,1,1,45,45.325,0
1,0,36,0,3293,50,0,18,1,1,1,15,183.865,0
3,0,22,0,1488,37,20,64,4,1,1,45,88.125,0
0,0,37,0,1543,27,4,9,3,1,1,30,78.8,0
0,1,33,0,0,0,0,0,2,1,2,25,0.0,1
0,0,12,1,2488,36,19,15,3,1,1,30,176.96,0
1,0,32,0,7508,121,376,42,2,1,1,25,2035.305,0
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0
9,0,39,1,3285,27,458,6,3,1,1,30,1964.48,0
4,0,42,1,2473,60,12,37,2,1,1,25,167.985,0
0,1,36,0,0,0,0,0,2,1,2,25,0.0,1
8,1,12,3,1908,31,39,13,3,1,1,30,233.56,1
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
21,0,23,2,6653,151,100,48,2,2,1,25,756.18,0
1,0,30,1,6605,89,3,17,5,1,1,55,104.91,0
6,0,42,1,1928,35,15,12,4,1,1,45,86.575,0
12,0,17,3,4955,56,237,18,3,1,1,30,1148.44,0
0,0,37,0,743,13,41,8,4,1,2,45,121.4,1
15,0,41,2,3375,56,300,20,4,1,1,45,835.775,0
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0
9,1,36,0,2268,44,34,31,3,1,2,30,228.48,1
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0
15,0,41,3,11830,163,23,51,4,1,1,45,357.325,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,0
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0
21,0,33,0,765,46,7,14,2,1,2,25,67.995,1
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
16,0,18,2,6508,147,117,46,2,2,1,25,825.975,0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0
0,0,7,0,0,0,0,0,2,1,1,25,0.0,1
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
4,0,9,1,4580,41,224,13,3,1,1,30,1080.84,0
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1
0,0,35,0,1345,22,253,16,3,1,1,30,1066.68,0
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0
3,0,36,0,623,5,6,5,2,1,2,25,55.26,0
4,0,31,1,1270,40,201,15,2,2,1,25,963.45,0
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,0
0,0,33,0,1253,27,2,29,3,1,2,30,59.2,1
0,0,37,0,8,4,4,5,3,1,2,30,16.48,1
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0
7,0,32,0,2810,33,0,11,3,1,2,30,113.72,1
15,0,39,1,2758,66,366,26,3,1,1,30,1576.96,0
2,0,38,1,2920,24,10,18,3,1,1,30,157.76,0
22,0,35,8,10840,98,2,40,4,1,1,45,278.45,0
4,0,38,1,1728,28,5,8,4,1,1,45,56.4,0
2,0,26,1,3340,67,40,27,3,1,1,30,296.28,0
8,0,20,3,2808,49,39,23,3,1,1,30,270.28,0
8,0,35,1,15780,186,164,43,2,1,1,25,1456.47,0
15,0,15,2,6688,145,99,55,1,2,1,15,920.315,0
15,0,29,2,2583,56,45,70,5,1,1,55,107.085,0
1,0,35,0,2213,50,0,28,1,1,1,15,124.465,0
4,0,26,0,1425,20,42,18,4,1,2,45,141.125,0
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1
9,0,16,0,8808,173,77,43,4,1,1,45,417.025,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
1,0,33,0,2393,52,0,32,1,1,1,15,134.475,0
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,0
10,0,21,4,2852,51,39,20,3,1,1,30,272.12,0
17,0,40,2,2633,53,46,35,4,1,1,45,182.15,1
14,0,40,2,8523,144,399,45,3,1,1,30,1942.68,0
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,0
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0
0,0,29,0,10900,138,0,39,3,1,1,30,441.52,0
5,0,35,1,4335,75,0,20,3,1,1,30,176.4,0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
0,0,19,0,520,4,6,2,4,1,2,45,28.1,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0
3,0,40,1,4290,79,5,27,3,1,1,30,194.76,0
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1
17,0,36,3,6418,108,47,39,2,1,1,25,505.17,0
2,0,33,0,6420,84,176,22,3,1,1,30,964.16,0
14,0,40,3,7515,103,201,28,3,1,1,30,1108.72,0
4,0,38,0,3770,61,0,2,2,1,1,25,172.395,0
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,0
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
0,0,27,0,715,26,172,1,2,2,1,25,807.345,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0
3,0,28,1,910,31,175,13,2,2,1,25,829.845,0
16,0,15,2,9533,181,94,55,5,1,1,55,286.71,0
4,0,32,0,1978,44,0,11,3,1,2,30,80.88,0
0,0,34,0,568,4,4,2,4,1,2,45,24.3,1
5,0,45,0,578,15,22,10,3,1,2,30,111.72,0
10,0,34,1,4243,62,7,31,2,1,1,25,225.225,0
9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,0
13,0,45,2,6223,107,22,15,3,1,1,30,341.2,0
8,0,15,2,2738,39,0,15,3,1,1,30,111.08,0
2,0,19,1,1810,32,60,18,3,1,1,30,313.68,0
11,0,39,2,3200,65,214,29,3,1,1,30,986.6,0
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,0
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0
10,0,22,2,2060,35,40,18,3,1,1,30,243.8,0
5,0,42,0,393,12,15,8,3,1,2,30,76.2,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,0
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1
5,0,39,0,5513,90,0,14,3,1,1,30,224.12,0
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
6,0,39,0,1963,44,35,30,3,1,2,30,220.28,1
5,0,14,2,2793,42,26,17,3,1,1,30,217.4,0
9,0,38,1,4705,84,11,28,3,1,1,30,235.56,0
6,0,36,0,935,18,10,6,3,1,2,30,78.12,0
2,1,33,0,4803,81,0,22,2,1,1,25,219.78,1
13,0,27,0,945,28,12,7,3,1,2,30,86.92,0
7,0,38,2,11580,160,43,51,4,1,1,45,401.0,0
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
12,0,15,0,8933,171,73,40,4,1,1,45,410.1,0
3,1,8,0,1373,13,0,3,2,1,1,25,62.37,1
0,0,38,0,1360,44,39,19,3,1,2,30,212.16,0
6,0,38,0,710,11,8,2,2,1,2,25,68.445,1
17,0,28,0,1410,36,18,7,3,1,2,30,129.84,0
7,0,41,1,11420,158,19,51,4,1,1,45,336.95,0
32,0,45,5,15445,237,69,35,3,2,1,30,903.28,0
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,0
11,1,41,0,2268,50,42,32,4,1,2,45,162.95,1
7,0,40,2,3225,30,17,20,3,1,1,30,198.2,0
5,0,33,0,305,6,7,2,2,1,2,25,45.495,1
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0
25,0,31,3,16075,238,0,80,2,2,1,25,734.085,0
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,0
0,0,38,0,750,16,4,14,2,1,2,25,52.47,0
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0
8,0,17,4,2968,51,63,23,3,2,1,30,372.76,0
12,0,39,1,6628,106,15,12,3,1,1,30,329.36,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0
0,0,31,1,5950,99,239,31,2,2,1,25,1347.705,0
2,0,21,0,1568,33,22,67,4,1,1,45,95.025,0
9,0,38,1,4213,89,18,33,3,1,1,30,244.08,0
0,0,27,0,3000,57,11,25,3,1,1,30,166.28,0
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0
3,0,38,1,193,5,5,4,3,1,1,30,27.92,1
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0
6,0,43,0,385,8,17,6,2,1,2,25,94.185,1
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0
5,0,34,1,3085,25,7,14,3,1,1,30,152.4,0
5,0,30,2,6885,114,261,29,2,2,1,25,1489.455,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0
18,0,39,3,9420,127,151,45,3,1,1,30,985.88,0
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0
2,1,30,0,2505,27,0,9,2,1,2,25,113.94,1
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0
7,0,29,0,475,21,13,9,2,1,2,25,80.82,0
0,0,38,0,0,0,4,0,2,1,2,25,18.0,1
0,0,26,0,605,25,168,11,2,2,1,25,784.35,0
18,0,20,1,6573,149,96,47,2,2,1,25,734.49,0
31,1,39,4,15850,236,62,32,3,1,1,30,891.44,0
7,0,46,0,623,17,22,7,3,1,2,30,113.6,0
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0
1,0,32,0,5658,85,0,6,2,1,1,25,258.435,0
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1
21,0,46,3,4340,98,54,36,3,1,1,30,393.52,0
12,0,26,0,1105,30,11,5,2,1,2,25,100.575,0
17,0,27,1,1720,39,35,18,2,1,1,25,236.655,0
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,0
5,0,33,0,4515,77,0,24,3,1,1,30,183.68,0
2,0,31,0,1933,42,0,14,3,1,2,30,79.0,0
20,1,38,0,4005,58,24,18,3,1,2,30,258.52,1
0,0,30,0,0,0,0,0,2,1,2,25,0.0,0
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0
6,0,38,1,3285,28,492,11,3,1,1,30,2100.52,0
21,0,18,1,6583,141,60,40,1,2,1,15,699.82,0
14,0,40,0,2543,60,15,19,3,1,2,30,164.12,0
8,0,25,0,1035,31,10,10,2,1,1,25,92.97,0
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0
6,0,39,0,13368,164,0,46,3,1,1,30,541.28,0
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0
24,0,36,4,15435,229,68,45,3,2,1,30,898.56,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
16,0,28,0,890,25,7,5,2,1,2,25,72.675,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0
0,1,30,0,0,0,0,0,2,1,2,25,0.0,1
2,0,36,1,528,5,13,5,5,1,1,55,27.495,0
12,0,39,0,13963,169,7,42,3,1,1,30,593.28,0
10,0,39,2,3805,38,491,8,3,1,1,30,2117.72,0
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,0
12,0,31,3,1680,45,205,15,3,2,1,30,889.0,0
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0
13,0,18,4,3158,51,38,21,3,2,1,30,280.36,0
3,0,40,1,3798,84,12,32,3,1,1,30,203.28,0
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0
17,0,32,0,245,36,0,17,2,1,2,25,12.645,1
16,0,38,2,5878,101,31,26,2,1,1,25,408.555,0
10,0,34,1,3005,57,172,21,2,1,1,25,911.79,0
11,0,42,0,1333,22,22,6,3,1,2,30,142.2,0
7,0,24,1,1620,36,192,12,2,2,1,25,938.52,0
9,0,27,0,510,24,1,4,2,1,2,25,28.53,0
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,1
30,0,39,3,15330,225,29,30,3,1,1,30,738.2,0
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0
5,0,42,1,7508,133,392,44,3,1,1,30,1873.64,0
14,0,36,1,4423,70,7,33,2,1,1,25,233.685,0
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0
5,0,42,1,2440,41,295,22,3,1,1,30,1279.24,0
2,0,41,0,628,13,17,5,4,1,2,45,58.525,1
0,0,30,0,13208,153,0,36,3,1,1,30,534.44,0
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,0
6,0,37,0,1853,50,338,9,2,1,1,25,1606.635,0
15,0,26,0,1415,32,7,11,2,1,1,25,96.615,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
10,0,40,2,4630,88,0,24,3,1,1,30,188.72,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0
0,0,30,0,5770,80,0,20,4,1,1,45,146.25,0
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0
12,0,19,0,8888,175,81,44,4,1,1,45,429.075,0
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,0
13,0,41,1,3955,90,43,33,3,1,1,30,333.8,0
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0
19,0,36,8,10245,92,0,39,5,2,1,55,155.055,0
0,0,32,0,1975,24,0,14,2,1,2,25,89.955,1
1,0,14,0,1615,24,18,10,2,1,1,25,154.755,0
14,0,45,2,14078,181,15,47,3,1,1,30,630.36,0
0,0,3,0,4005,32,198,4,3,1,1,30,953.48,0
7,0,35,0,2665,39,284,19,3,1,1,30,1244.16,0
12,0,28,0,1405,40,30,18,2,1,1,25,200.025,0
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0
11,0,40,1,2855,46,301,23,3,1,1,30,1320.04,0
5,0,38,1,3778,85,7,30,3,1,1,30,182.52,0
10,0,15,0,8742,170,64,37,4,1,1,45,382.8,0
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,0
5,0,38,0,933,13,16,6,4,1,2,45,63.65,1
3,0,41,1,6455,90,194,30,3,1,1,30,1037.8,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
0,0,39,0,73,2,5,4,2,1,1,25,25.875,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0
3,0,39,1,2508,64,34,37,2,1,1,25,268.74,0
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,0
10,0,39,1,3370,77,14,30,3,1,1,30,193.88,0
12,0,37,2,3855,39,15,16,3,1,1,30,215.76,0
1,0,36,0,2300,36,280,16,3,1,1,30,1213.44,0
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0
4,0,33,0,2600,45,164,18,2,1,1,25,857.025,0
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0
5,0,36,1,3963,85,7,28,3,1,1,30,189.92,0
27,0,38,3,15385,228,56,32,3,1,1,30,848.52,0
8,0,41,2,11545,156,21,51,4,1,1,45,345.025,0
10,0,44,3,6805,98,201,29,4,1,1,45,675.075,0
0,0,33,0,2703,65,0,26,2,1,1,25,124.56,0
0,0,29,0,6153,59,86,29,2,1,1,25,666.54,0
28,0,35,0,1260,53,23,19,3,1,2,30,144.52,1
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1
8,0,35,1,8810,115,137,41,3,1,1,30,905.0,0
12,0,35,0,2543,54,7,18,3,1,2,30,131.88,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0
11,0,40,0,2990,47,17,17,3,1,2,30,189.48,1
20,0,39,3,9610,128,160,48,3,1,1,30,1029.52,0
11,1,40,4,7225,126,286,39,3,2,1,30,1438.04,0
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0
9,0,35,0,6223,95,6,13,2,1,1,25,311.31,0
1,0,26,0,2820,56,0,25,3,1,1,30,115.04,0
13,0,38,1,6908,75,83,35,2,1,1,25,687.735,0
8,0,28,0,575,27,14,10,2,1,2,25,90.09,0
9,1,15,3,1873,27,17,13,3,1,1,30,144.0,1
14,0,40,2,3145,62,187,27,2,1,1,25,985.815,0
7,0,35,1,6725,90,183,24,3,1,1,30,1004.6,0
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0
2,0,32,0,3985,63,0,11,2,1,1,25,182.16,0
0,0,35,0,1378,41,0,31,1,1,1,15,78.045,0
18,0,42,2,4563,75,13,39,1,1,1,15,326.59,0
6,0,26,1,1813,42,32,68,4,1,1,45,126.375,0
0,0,32,0,1975,31,268,12,3,1,1,30,1152.24,0
14,0,40,2,3835,85,37,30,3,2,1,30,304.8,0
4,0,36,3,938,14,25,17,5,1,1,55,51.78,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0
2,0,31,0,11205,144,0,41,3,1,1,30,453.96,0
0,0,30,0,780,14,29,7,4,1,2,45,92.35,0
11,0,36,4,7270,122,278,35,3,2,1,30,1407.68,0
8,0,39,1,7813,133,391,45,3,1,1,30,1881.84,0
30,0,40,4,15445,231,61,34,3,2,1,30,871.04,0
3,0,37,0,2655,55,179,26,2,1,1,25,927.45,0
17,0,44,3,4160,90,49,34,3,1,1,30,366.0,0
5,0,32,0,2700,51,165,19,2,1,1,25,866.295,0
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,0
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
