Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,y
1,17,2,9500,1,1,127.0,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0,10.8,1.4,1.74,2
1,42,1,9500,1,1,123.0,1,37,37,3,3,123.0,1,0,0,1,0,1,21,0,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,2
1,1,2,9147,1,1,120.0,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,2
4,39,1,9853,1,19,133.1,1,38,19,9,9,108.0,0,0,1,0,0,0,33,0,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,1
1,43,1,9119,1,1,140.0,1,37,38,5,7,146.5,0,0,0,1,1,0,39,0,0,5,10,3,17.333333333333332,0,0,5,11,1,17.0,0,13.9,-0.3,0.79,0
2,39,1,9500,1,1,133.1,1,19,37,6,6,120.0,0,0,0,1,0,1,32,0,0,8,9,7,12.757142857142856,0,0,8,9,7,12.757142857142856,0,12.7,3.7,-1.7,2
1,43,1,9556,1,1,128.0,1,38,38,7,8,123.5,1,0,0,1,0,0,22,0,0,7,14,6,10.744444444444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,1
2,39,2,9556,1,12,133.1,1,34,34,99,99,100.5,0,0,0,1,0,0,39,0,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,0
5,39,1,9500,1,3,140.0,1,37,38,9,9,160.0,0,0,0,1,0,0,27,0,0,8,8,7,15.94285714285714,0,0,8,8,7,15.94285714285714,0,12.7,3.7,-1.7,2
1,1,3,9070,1,1,150.0,1,1,1,4,8,131.5,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,2
1,44,1,9130,1,39,110.0,1,3,4,2,2,110.0,1,0,0,1,1,0,20,0,0,6,15,4,10.75,0,0,6,12,2,10.5,0,13.9,-0.3,0.79,0
1,1,1,9500,1,1,148.0,1,1,1,4,3,137.5,0,0,0,1,1,0,18,0,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,2
1,43,1,9991,0,1,140.0,1,1,1,6,6,100.0,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.833333333333334,0,9.4,-0.8,-3.12,2
1,1,1,9773,1,1,139.0,1,38,38,9,9,145.0,1,0,0,1,0,1,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,2
1,17,1,9238,1,1,116.0,1,1,1,3,3,119.2,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,2
1,43,1,9147,1,1,151.0,1,1,3,1,1,111.0,0,0,0,1,1,0,28,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,0
1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,133.0,1,34,37,5,5,120.4,0,0,0,0,0,0,21,0,0,6,12,2,11.5,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,0
1,51,1,9070,1,1,125.0,1,42,3,125,124,130.0,1,0,0,1,1,0,20,0,2,6,7,6,12.833333333333334,0,0,6,9,4,13.4,0,8.9,1.4,3.51,2
1,17,4,9500,1,1,133.0,1,4,4,4,4,130.7,1,0,0,1,0,0,19,0,0,7,7,7,14.757142857142856,0,0,8,9,8,15.366666666666667,0,12.4,0.5,1.79,2
1,1,1,9070,1,1,143.0,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,8.9,1.4,3.51,2
1,44,1,9003,1,1,120.0,1,3,2,2,6,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,1
1,1,1,9500,1,1,135.0,1,19,3,9,4,121.5,1,0,0,1,0,0,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,2
1,44,1,9003,1,39,120.0,1,38,19,3,5,120.0,0,0,0,1,1,0,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,1
1,39,1,9254,1,1,160.0,1,19,37,7,10,100.0,0,0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,1
1,43,2,9500,1,1,136.0,1,19,1,9,10,124.1,0,0,0,1,1,1,21,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,1
1,44,1,9070,1,39,140.0,1,1,19,4,4,140.0,0,0,0,1,1,0,25,0,2,7,9,6,12.571428571428571,0,5,9,9,9,12.555555555555555,0,16.2,0.3,-0.92,2
1,17,1,9500,1,1,127.0,1,19,38,5,9,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,2
1,1,2,9147,1,1,133.0,1,19,1,5,10,121.8,0,0,0,1,1,0,20,0,0,5,9,4,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,1
2,39,1,33,1,1,120.0,1,38,1,9,5,153.8,0,0,1,1,1,0,35,0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,0
1,1,6,9773,1,1,145.0,1,1,19,4,4,131.0,1,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,1
1,7,2,9130,1,3,140.0,1,34,34,0,0,140.0,0,0,0,1,0,0,25,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0
1,17,1,171,1,1,125.0,1,1,1,7,3,143.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
1,43,1,9991,0,1,120.0,1,37,37,9,9,115.8,0,0,1,0,1,0,28,0,4,9,14,4,10.0,0,1,6,6,1,10.0,0,12.7,3.7,-1.7,0
1,39,1,9556,1,1,140.0,1,37,38,9,9,106.0,1,0,1,0,0,1,24,0,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,0
1,1,1,9238,1,1,126.0,1,3,1,5,5,125.7,0,0,0,1,0,1,18,0,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,15.5,2.8,-4.06,2
1,17,3,9500,1,1,143.0,1,38,1,9,5,133.8,1,0,0,1,0,0,18,0,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,2
1,44,1,171,1,39,110.0,1,1,1,1,7,114.2,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
1,39,1,9119,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,25,0,0,5,13,1,11.0,0,0,5,11,1,10.0,0,13.9,-0.3,0.79,1
1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,18,0,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,0
1,42,1,9003,1,1,140.0,1,1,3,4,2,140.0,1,0,0,1,1,0,23,0,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,15.5,2.8,-4.06,1
1,1,2,9773,1,1,146.0,1,3,1,1,3,149.2,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,2
1,17,1,9500,1,1,145.0,1,1,1,4,10,131.4,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,0
1,18,1,9500,1,1,144.0,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.542857142857144,0,0,8,8,7,13.542857142857144,0,12.7,3.7,-1.7,2
1,17,2,9238,1,1,132.0,1,38,1,7,7,133.1,1,0,0,1,0,1,19,0,0,6,8,5,12.2,0,0,6,7,6,11.5,0,9.4,-0.8,-3.12,2
1,1,1,9670,1,1,136.0,1,2,38,143,163,129.7,1,0,0,1,1,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,1
1,43,1,8014,0,1,145.0,6,34,34,0,0,134.5,1,0,0,1,1,0,25,1,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,9.4,-0.8,-3.12,2
1,39,1,9085,1,1,133.1,1,3,19,2,9,110.0,0,0,0,1,0,0,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,0
1,1,2,9556,1,1,125.0,1,38,1,9,3,116.3,1,0,0,1,0,0,18,0,0,7,8,7,13.428571428571429,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,2
1,17,4,9254,1,1,124.0,1,1,1,4,4,122.3,1,0,0,1,0,0,19,0,0,6,7,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,0
1,1,2,9500,1,1,135.0,1,37,1,7,7,132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,2
1,18,1,9238,1,1,122.0,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,2
1,1,1,171,1,1,163.0,1,1,1,4,3,149.7,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0
1,17,1,9130,1,1,156.0,1,2,9,3,5,166.9,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,2
1,1,5,9500,1,1,143.0,1,37,37,9,5,131.6,1,0,0,1,0,1,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,2
1,44,1,9003,1,39,150.0,1,19,1,9,8,150.0,1,0,0,1,1,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,2
2,39,1,8014,0,1,140.0,1,37,37,5,6,128.5,0,0,0,1,0,1,38,0,0,6,6,5,12.4,0,0,6,7,6,12.666666666666666,0,9.4,-0.8,-3.12,2
1,43,3,9500,1,1,139.0,1,38,37,9,8,146.5,0,0,0,1,0,0,21,0,11,14,26,12,13.417391304347827,1,11,14,26,12,13.417391304347827,1,7.6,2.6,0.32,2
1,43,1,9254,1,6,138.6,1,34,34,0,0,138.6,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,0,6,11,3,11.666666666666666,0,7.6,2.6,0.32,0
1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,19,0,0,6,8,6,13.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,2
1,1,5,9147,1,1,125.0,1,37,38,7,7,122.2,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,1
1,43,1,9070,1,1,150.0,1,2,3,3,2,140.8,0,0,0,1,0,0,19,0,1,6,6,5,12.4,0,0,6,8,6,12.75,0,10.8,1.4,1.74,1
1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,52,0,0,6,7,5,13.0,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,2
1,39,1,9991,0,19,133.1,1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,0
2,39,1,9991,0,1,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,2
1,1,1,9254,1,1,129.0,1,1,1,4,2,126.2,0,0,1,0,0,1,21,0,0,6,7,6,13.428571428571429,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,0
1,44,1,9238,1,39,130.0,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,2
1,1,3,9773,1,1,149.0,1,1,3,0,0,148.7,0,0,0,0,1,0,20,0,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,0
1,1,2,9254,1,1,125.0,1,1,19,4,1,121.5,1,0,0,1,1,0,18,0,0,6,12,5,11.0,0,0,6,11,3,10.333333333333334,0,9.4,-0.8,-3.12,1
1,44,1,9003,1,39,160.0,1,38,38,9,6,160.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,2
1,17,4,9500,1,1,140.0,1,19,37,4,8,133.3,1,0,0,1,0,0,19,0,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,2
2,39,1,9773,1,1,133.1,1,37,37,7,4,132.0,0,0,0,1,1,0,43,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,0
1,16,2,9238,1,1,122.0,1,19,37,9,7,127.3,1,0,0,1,0,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,2
1,1,1,9500,1,1,148.0,1,1,1,9,9,127.0,1,0,0,1,1,0,20,0,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,2
1,1,6,9773,1,1,116.0,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,2
1,17,2,9254,1,1,136.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,2
1,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,0,0,0,1,1,0,35,0,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
1,1,2,9147,1,1,108.0,1,1,19,4,4,105.9,1,0,0,1,1,0,21,0,0,5,9,4,10.75,0,0,5,6,5,11.4,0,11.1,0.6,2.02,2
1,1,4,9500,1,1,148.0,1,19,19,9,3,125.0,1,0,0,1,0,0,18,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,2
1,51,1,9853,1,1,139.0,1,1,1,4,10,134.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
1,1,1,9238,1,1,135.0,1,37,1,3,5,121.0,0,0,0,1,0,0,21,0,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,1
1,1,1,9254,1,1,132.0,1,1,38,9,9,120.1,1,0,0,1,1,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,2
1,1,1,9500,1,1,131.0,1,4,4,2,1,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,2
1,17,4,9853,1,1,140.0,1,19,38,4,1,128.5,1,0,0,1,0,0,18,0,0,6,7,6,11.666666666666666,0,0,6,10,6,11.833333333333334,0,10.8,1.4,1.74,2
2,42,1,9147,1,1,100.0,1,37,37,9,9,100.0,1,0,0,1,0,0,54,0,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,0
1,43,4,171,1,1,136.0,1,37,37,9,9,123.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
1,39,1,9130,1,40,129.0,1,3,3,2,2,155.3,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,0
1,43,2,9853,1,1,118.0,1,19,1,5,4,110.0,1,0,0,1,0,0,20,0,0,6,10,4,12.25,0,0,6,8,4,11.5,0,10.8,1.4,1.74,1
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
1,39,1,9003,1,1,133.1,1,37,37,3,8,130.0,0,0,1,1,0,1,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,1
1,1,4,9773,1,1,122.0,1,19,19,9,7,121.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,2
1,1,1,9670,1,1,136.0,1,19,1,9,8,123.4,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,11.1,0.6,2.02,2
1,15,1,9556,1,1,137.0,26,19,1,9,4,137.0,0,0,1,1,0,0,19,1,0,7,11,0,0.0,4,0,7,11,2,11.666666666666666,0,8.9,1.4,3.51,1
1,1,3,9500,1,1,131.0,1,19,3,3,2,126.1,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,1
1,1,1,9238,1,1,140.0,1,1,19,4,4,140.7,0,0,0,1,0,0,19,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,12.4,0.5,1.79,2
1,17,1,9853,1,1,133.0,1,38,38,9,9,127.4,0,0,1,1,0,1,18,0,0,7,7,7,12.714285714285714,0,0,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,2
1,17,1,9119,1,1,122.0,1,19,19,9,9,114.7,0,0,0,1,1,0,20,0,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,1
1,17,1,9853,1,1,135.0,1,3,3,2,2,132.9,1,0,0,0,0,0,29,0,0,6,9,6,16.333333333333332,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,0
1,39,1,9500,1,19,133.1,1,37,37,9,6,120.0,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,0
2,57,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.428571428571429,0,5,10,11,10,11.6,0,8.9,1.4,3.51,2
2,7,1,9130,1,3,140.0,1,5,4,2,0,140.0,0,0,1,0,0,0,29,0,7,9,16,7,11.555555555555555,4,5,7,12,5,13.2,2,7.6,2.6,0.32,0
1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0.0,0,12.4,0.5,1.79,0
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,1
2,39,1,9991,0,19,133.1,1,37,1,5,5,138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,0
1,43,4,9085,1,1,133.1,1,34,34,99,99,125.2,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0
1,43,1,9500,1,1,170.0,1,19,37,8,8,100.0,0,0,0,1,0,0,20,0,0,7,8,6,13.25,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,1
1,39,1,9003,1,1,130.0,1,3,1,2,4,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,8.9,1.4,3.51,0
2,39,2,9991,0,1,150.0,1,37,37,9,9,120.0,0,0,0,1,0,0,43,0,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,1
1,1,1,9003,1,1,148.0,1,19,37,9,9,131.6,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,15.5,2.8,-4.06,2
1,1,2,9500,1,1,140.0,1,1,1,2,7,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,2
1,1,1,9070,1,1,135.0,1,19,37,9,9,128.0,1,0,0,1,0,1,19,0,0,6,6,6,14.0,0,0,6,8,6,13.125,0,10.8,1.4,1.74,2
1,18,2,9853,1,1,111.0,1,38,38,191,171,105.8,1,0,0,1,0,0,19,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,2
1,18,5,9085,1,1,121.0,1,5,3,2,3,111.9,1,0,0,1,0,0,21,0,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
1,1,1,9238,1,1,157.0,1,3,38,1,5,136.7,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,1
1,1,1,171,1,1,138.0,1,19,37,7,7,124.0,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
1,1,3,171,1,1,139.0,1,19,19,5,3,128.2,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,2
1,17,4,9147,1,1,121.0,1,38,37,6,7,113.0,1,0,0,1,0,1,18,0,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,13.9,-0.3,0.79,2
1,1,1,9500,1,1,118.0,1,19,19,5,7,117.8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,2
6,39,1,8014,0,1,133.1,1,37,37,9,9,119.0,0,0,0,1,0,1,48,0,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,10.8,1.4,1.74,1
1,1,1,171,1,1,133.1,1,19,38,9,8,128.2,1,0,0,1,1,1,19,0,6,12,12,12,13.333333333333334,0,4,11,15,10,12.818181818181818,0,8.9,1.4,3.51,1
2,39,1,9070,1,19,133.1,1,37,37,9,10,126.3,0,0,0,0,1,0,38,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,0
1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19,0,0,6,8,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,2
1,43,1,9003,1,1,150.0,1,2,4,4,1,150.0,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,2
1,1,1,9500,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,20,0,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,2
1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,2
1,7,1,9500,1,3,130.0,1,19,38,5,3,130.0,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,2
1,1,1,9085,1,1,138.0,1,38,37,9,6,126.8,1,0,0,1,1,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.571428571428571,1,10.8,1.4,1.74,2
1,43,2,9500,1,1,120.0,1,41,3,2,2,112.7,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,2
1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,1
1,17,3,9085,1,1,120.0,1,37,38,9,9,111.3,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
1,42,1,9119,1,6,120.0,1,35,35,6,6,128.2,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,0
1,17,2,9500,1,1,130.0,1,38,38,7,7,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.937142857142858,0,0,8,8,7,13.937142857142858,0,10.8,1.4,1.74,2
1,39,1,9500,1,3,122.0,1,19,1,4,8,135.8,0,0,0,1,0,0,24,0,0,8,8,7,12.401428571428571,0,0,8,8,7,12.401428571428571,0,10.8,1.4,1.74,2
1,43,1,9147,1,1,123.0,1,1,1,4,4,114.4,0,0,0,1,1,0,22,0,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,0
1,39,1,8014,0,1,130.0,1,37,11,9,10,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11.0,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,2
1,17,1,9238,1,1,154.0,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,1
1,1,1,9670,1,1,131.0,1,37,37,9,6,127.2,0,0,0,1,0,1,18,0,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,1
1,17,3,9085,1,1,128.0,1,1,19,4,90,124.2,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,0
1,44,1,9003,1,39,130.0,1,37,37,9,10,130.0,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,0
1,17,5,9773,1,1,146.0,1,1,37,5,5,146.7,1,0,0,1,1,0,19,0,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,7.6,2.6,0.32,2
1,1,1,9085,1,1,144.0,13,3,3,6,6,137.6,1,0,0,1,0,1,19,1,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,2
1,1,4,9238,1,1,130.0,1,1,19,4,5,124.8,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,2
2,43,1,9991,0,1,130.0,1,37,37,9,9,103.8,0,0,0,1,0,0,28,0,14,15,15,14,11.071428571428571,0,12,14,16,12,11.333333333333334,1,9.4,-0.8,-3.12,0
1,17,1,9070,1,1,133.1,1,38,19,5,5,128.0,0,0,0,1,0,1,21,0,0,6,6,6,11.5,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,2
1,15,1,9130,1,1,133.1,41,1,1,4,4,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0
1,39,1,9991,0,1,120.0,1,37,37,9,9,120.0,1,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
1,17,2,9500,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,0
